Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Total QMIs,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Survey Quarter,Annual Starts,Annual Closings,Quarterly Starts,Quarterly Closings,Excavation Count,Survey Stakes Count,Street Paving Count,Streets In Count,Vacant Developed Lot Count,Vacant Land Count,Under Construction Count,Finished Vacant Count,Models Count,Occupied Count,Future Inventory Count,VDL Months of Supply,Inventory Months of Supply,Finished Vacant Months of Supply,Profile Available,Active Adult,Zip Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAfPc0000008vxBKAQ,Poppy Meadows/Marigold,Beazer Homes,,Active,,,Detached,Single-Family,5775,55,55x105,1/27/2024,,35,27,8,3,11/11/2025,1.24,0.33,0.67,0.58,2038,3101,2656,680990,812990,754156.67,12/7/2025,,15000,Closing Cost w/ Preferred Lender,,15000,Closing Cost w/ Preferred Lender,2,,Final Price,0,,,1.06,,,(279) 230-3552,https://www.beazer.com/sacramento-CA/elk-grove/poppy-meadows,,BCE9684C-61F7-4902-BC1D-6BBC628B9EAF,2025Q3,6,18,0,0,0,0,0,0,11,0,0,1,0,23,0,22,0.7,0.7,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.3905,-121.4072
aAfPc0000008w0PKAQ,Poppy Meadows/Primrose,Beazer Homes,,Active,,,Detached,Single-Family,5775,55,55x105,1/27/2024,,157,83,74,3,11/11/2025,3.82,5,5,4.08,2038,3101,2597,680990,812990,746490,12/7/2025,,15000,Other,,15000,Other,2,,Final Price,0,,,1.06,,,(279) 230-3552,https://www.beazer.com/sacramento-CA/elk-grove/poppy-meadows,,BC88838C-DB2B-495D-9C23-D58886DC8362,2025Q3,46,55,4,16,0,0,0,0,81,0,4,9,3,62,0,21.1,3.5,2,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.3905,-121.4072
aAfPc0000009YTtKAM,Heritage Carson Creek/Legends,Lennar,,Active,,,Detached,Single-Family,6000,,60x100,2/1/2024,,125,62,63,,12/1/2025,2.79,5.67,4.67,4.08,1251,2567,1914,571990,716717,651233.63,12/1/2025,3.99,,Other,,5000,Closing Cost w/ Preferred Lender,,,Other,244,,,1.03,,Active Adult,(916) 223-4782,https://www.lennar.com/new-homes/california/sacramento/el-dorado-hills/legends-at-heritage-carson-creek,,DD0F8AD1-DE3B-48EF-90A5-6FAD4D995132,2025Q3,48,43,10,6,0,0,0,0,30,0,22,21,6,46,0,7.5,13.7,5.9,TRUE,Active Adult,95762,El Dorado Hills,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Latrobe School District,Latrobe Elementary School; Miller's Hill School,10; 7,Oak Ridge High School; Miller's Hill School,10; 7,Oak Ridge High School,10,El Dorado Hills,38.62161,-121.0677
aAfPc0000009YVVKA2,Heritage Carson Creek/Roxbury,Lennar,,Active,,,Detached,Single-Family,4500,,45x100,3/1/2024,,142,62,80,,12/1/2025,2.92,2.67,3.33,4.58,1251,1437,1370,495990,527990,515323.33,12/1/2025,3.99,,Other,,5000,Closing Cost w/ Preferred Lender,,,Other,244,,,1.03,,Active Adult,(916) 223-4782,https://www.lennar.com/new-homes/california/sacramento/el-dorado-hills/roxbury-at-heritage-carson-creek,,BF816354-E127-42B2-BE24-4DF185E29EAE,2025Q3,43,45,8,10,0,0,0,0,52,0,23,16,3,48,0,14.5,11.2,4.3,TRUE,Active Adult,95762,El Dorado Hills,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Latrobe School District,Latrobe Elementary School; Miller's Hill School,10; 7,Oak Ridge High School; Miller's Hill School,10; 7,Oak Ridge High School,10,El Dorado Hills,38.62148,-121.06762
aAfPc0000009YX7KAM,Heritage Carson Creek/Mosaic,Lennar,,Active,,,Detached,Single-Family,4500,,45x100,7/1/2023,,142,35,107,,9/22/2025,1.29,6.67,3.67,2.25,1497,1784,1651,533122,584560,372087,12/1/2025,3.99,,Other,,5000,Closing Cost w/ Preferred Lender,,,Other,238,,,1.03,,Active Adult,(916) 223-4782,https://www.lennar.com/new-homes/california/sacramento/el-dorado-hills/heritage-carson-creek--active-adult/legends-ii--active-adult-55?utm_source=gmb&utm_medium=listing&utm_campaign=lsclen_social-organic_gmb_heritage-carson-creek,,7E3EBAD6-D7DA-4B20-BF03-26DC54B088C3,2025Q3,60,25,19,11,0,0,0,0,63,0,29,21,4,25,0,12.6,25.9,10.1,TRUE,Active Adult,95762,El Dorado Hills,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Latrobe School District,Latrobe Elementary School; Miller's Hill School,10; 7,Oak Ridge High School; Miller's Hill School,10; 7,Oak Ridge High School,10,El Dorado Hills,38.62148,-121.06762
aAfPc000000A4OvKAK,Cascade at Elliott Springs,Elliott Homes,,Active,,,Detached,Single-Family,6300,60,60X105,3/16/2024,,172,65,107,9,10/7/2025,3.43,3,3.17,3.25,1945,3372,2575,734950,934950,820950,10/7/2025,,,Other,,,No Incentives Confirmed,1,,Base Price,0,,,1.05,,,(916) 994-0930,https://www.elliotthomes.com/communities/california/sacramento/cascade-at-elliott-springs,,EB686B90-288F-41E3-B53C-2CAB5B617FA3,2025Q3,42,24,17,0,0,0,0,0,85,0,42,1,4,40,0,24.3,23.5,0.5,TRUE,Non Active Adult,95624,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,James A. Mckee Elementary School,5,Joseph Kerr Middle School,7,Elk Grove High School,7,Laguna / Elk Grove,38.4276,-121.35924
aAfPc000000FRMVKA4,Edgewater at Delta Shores,KB Home,,Active,,,Detached,Single-Family,5000,50,50x100,5/18/2024,,81,50,31,4,12/4/2025,2.66,5,3.5,2.67,1685,2693,2239,581990,645990,614740,12/4/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,128,,,,,,(916) 604-9540,https://www.kbhome.com/new-homes-sacramento/edgewater?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Edgewater%20at%20Delta%20Shores,,82D27102-BB18-4A20-A6F4-37DB54E7B732,2025Q3,15,30,1,10,0,0,0,0,37,0,1,11,2,30,0,29.6,5.6,4.4,TRUE,Non Active Adult,95832,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Sacramento City Unified School District,John H. Still School,4,John H. Still School,4,Luther Burbank High School,4,Pocket / Land Park,38.46586,-121.50294
aAfPc000000GWOwKAO,Riva at Delta Shores,KB Home,,Active,,,Detached,Single-Family,3600,40,40x90,5/18/2024,,112,42,70,,12/4/2025,2.24,0.67,2.17,2.08,1795,2236,2044,494990,543990,525323.33,12/4/2025,,,No Incentives Confirmed,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,128,,,,,,(916) 604-9525,https://www.kbhome.com/new-homes-sacramento/riva-at-delta-shores?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Riva%20at%20Delta%20Shores,,CA32B2D9-566F-4C16-8E54-1A90F1A752BA,2025Q3,34,33,12,7,0,0,0,0,58,0,15,3,3,33,0,20.5,7.6,1.1,TRUE,Non Active Adult,95832,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Sacramento City Unified School District,John H. Still School,4,John H. Still School,4,Luther Burbank High School,4,Pocket / Land Park,38.46576,-121.50282
aAfPc000000GvLhKAK,Arbor Ranch/Cottages,Risewell Homes,,Active,,,Detached,Single-Family,5500,50,50X110,7/27/2024,,224,47,177,4,11/9/2025,3.01,2,2.17,3.5,1953,2658,2349,673000,777335,734182.5,12/11/2025,4.99,,Other,,7500,Closing Cost w/ Preferred Lender,3,,Final Price,0,,,1.95,,,(916) 689-8833,https://risewellhomes.com/northern-california/sacramento-new-homes/neighborhoods/the-cottages-at-arbor-ranch,,C5DB6800-F7FF-4D51-B1BE-E3BE8CF4A8F6,2025Q3,48,43,12,21,0,0,104,0,62,0,10,2,3,43,104,15.5,4.2,0.6,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.38322,-121.40383
aAfPc000000HVVkKAO,Monument at Independence,TRI Pointe Homes,"TRI Pointe Homes, Inc.",Active,,,Detached,Single-Family,3800,,40x95,4/20/2024,,153,34,119,7,11/19/2025,1.77,2,1.67,1.58,2158,2921,2570,618738,668597,641479,11/25/2025,6,,Closing Cost w/ Preferred Lender,,25000,Closing Cost w/ Preferred Lender,,10000,Flat,0,,,1.06,,,(916) 412-7557,https://www.tripointehomes.com/ca/sacramento/monument-at-independence/,,19B3C410-EE42-4B41-B72C-D3A339087A10,2025Q3,21,23,3,1,0,0,0,0,104,0,11,7,3,29,0,59.4,11,3.7,TRUE,Non Active Adult,95648,Lincoln,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Western Placer Unified School District,Foskett Ranch Elementary School,4,Glen Edwards Middle School,5,Lincoln High School,6,Lincoln,38.89569,-121.33153
aAfPc000000Ic6rKAC,Madeira Greens,Taylor Morrison,,Active,,,Detached,Single-Family,6200,,55x30sf,3/23/2024,,85,71,14,5,11/21/2025,3.51,3,3.5,3.75,1889,3291,2651,665999,823999,746799,11/21/2025,3.75,,Closing Cost w/ Preferred Lender,3.75,,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.05,,,(916) 246-0160 / (510) 88,https://www.taylormorrison.com/ca/sacramento/elk-grove/madeira-greens,,F4579C2F-4BED-4540-A6E9-AE5B7274C97F,2025Q3,69,31,24,21,0,0,0,0,14,0,29,9,2,31,0,2.4,15.5,3.5,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Franklin Elementary School,9,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.379,-121.4335
aAfPc000000Ky9uKAC,Morgan Place,Tim Lewis Communities,,Active,,,Detached,Single-Family,3960,45,45x88,1/2/2024,,79,36,43,3,10/27/2025,1.63,2.33,1.33,2,1884,2755,2330,591400,699890,647063.33,10/27/2025,3.99,,Other,,10000,Closing Cost w/ Preferred Lender,3,,Base Price,113,,,1.16,,,(916) 787-3496,https://www.timlewis.com/communities/morgan-place/,,E6308CC0-91BC-400A-8189-8358B66167D1,2025Q3,24,23,6,4,0,0,0,0,29,0,9,10,2,29,0,14.5,11,5.2,TRUE,Non Active Adult,95747,Roseville,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Center Joint Unified School District,Oak Hill Elementary School,3,Wilson C. Riles Middle School,5,Center High,7,Roseville,38.72886,-121.36715
aAfPc000000MZtpKAG,Sutters Ridge,Williams Homes,,Active,,,Detached,Single-Family,5880,60,60x98,2/17/2024,,39,27,12,6,12/5/2025,1.24,2,1.67,2.08,1759,2884,2418,612537,776990,689757.75,12/5/2025,,40000,Closing Cost w/ Preferred Lender,,30000,Closing Cost w/ Preferred Lender,3,,Base Price,96.64,,,1.4,,,(800) 975-4146,https://www.williamshomes.com/new-home-communities/northern-california-sacramento/sutters-ridge,,3115D85A-52E5-4763-A8C6-DCACD616F237,2025Q3,18,15,4,6,0,0,0,0,5,0,10,5,3,16,0,3.3,14.4,4,TRUE,Non Active Adult,95667,Placerville,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Placerville Union Elementary School District,,,,,El Dorado High School,7,Placerville,38.73833,-120.79425
aAfPc000000Rm3lKAC,Natomas Landing,Risewell Homes,,Active,,,Detached,Single-Family,,,,,,135,,135,,12/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://risewellhomes.com/northern-california/sacramento-new-homes/masterplans/natomas-landing,,75EA6DBC-36AE-468D-A8C5-A5BB8CF5B0C4,2025Q3,0,0,0,0,0,0,0,0,0,135,0,0,0,0,135,,,,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Natomas Unified School District,Natomas Park Elementary School,5,Natomas Middle School,3,Inderkum High School,7,Natomas,38.66947,-121.49891
aAfPc000000U2BOKA0,Riverblossom at Montelena,TRI Pointe Homes,"TRI Pointe Homes, Inc.",Active,,,Detached,Single-Family,3200,,35x100,6/29/2024,,98,48,50,6,12/5/2025,2.76,2.33,2,2.5,1752,2181,1952,527521,599000,556121.67,12/13/2025,,,Other,,,Other,,10000,Flat,25,,,1.41,,,(916) 260-2006,https://www.tripointehomes.com/ca/sacramento/riverblossom-at-montelena/,,B32D3D3E-5EC8-4220-8FA4-84F21290FFC3,2025Q3,23,33,0,4,0,0,0,0,44,0,4,9,2,39,0,23,5.5,3.3,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.55071,-121.22869
aAfPc000000UDxVKAW,Starblossom at Montelena,TRI Pointe Homes,"TRI Pointe Homes, Inc.",Active,,,Detached,Single-Family,4300,,45x100,6/29/2024,,65,33,32,5,12/5/2025,1.9,2.67,2.33,2.08,1723,2705,2321,531660,633641,592061.5,12/13/2025,,30000,Closing Cost w/ Preferred Lender,,30000,Closing Cost w/ Preferred Lender,,10000,Flat,0,,,1.57,,,(916) 260-2006,https://www.tripointehomes.com/ca/sacramento/starblossom-at-montelena/,,4C646439-FE87-4066-8FBE-D47203CA0E22,2025Q3,7,23,3,4,0,0,0,0,26,0,8,5,2,24,0,44.6,7.8,2.6,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.55071,-121.22869
aAfPc000000Ul51KAC,Westcott Station,KB Home,,Active,,,Detached,Single-Family,2400,,40x60,2/23/2025,,57,24,33,1,11/3/2025,2.86,2.67,2.83,,1587,1755,1662,461990,477990,469656.67,11/3/2025,,,Closing Cost w/ Preferred Lender,,,Closing Cost w/ Preferred Lender,2,,Base Price,127,,,1.15,Mello Roos not included in tax rate of 1.15% $312 a monthly,,(916) 345-3110,https://www.kbhome.com/new-homes-sacramento/westcott-station?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Westcott%20Station,,1ACAC79B-7D6E-44D8-B2BA-CF11D9E85F05,2025Q3,27,14,0,14,0,0,0,0,30,0,7,4,2,14,0,13.3,11.1,3.4,TRUE,Non Active Adult,95827,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Sacramento City Unified School District,Abraham Lincoln Elementary School; James Marshall Elementary School,6; 5,Albert Einstein Middle School,5,Rosemont High School,5,Rancho Cordova,38.55698,-121.33632
aAfPc000000bGEiKAM,Calabria at Vineyard Parke,Lennar,,Active,,,Detached,Single-Family,4275,,45x95,5/1/2024,,120,92,28,1,12/3/2025,4.77,3.33,2.83,3.67,1228,1900,1578,545990,608090,568765,12/3/2025,,,No Incentives Confirmed,,10000,Closing Cost w/ Preferred Lender,,,Other,0,,,1.05,Annual special assessment fee,,(916) 740-9426,https://www.lennar.com/new-homes/california/sacramento/sacramento/calabria-at-vineyard-parke?utm_source=bdx&utm_medium=listing&utm_campaign=lsclen_listing_bdx_calabria-at-vineyard-parke,,1AB18C8C-0653-4A4B-9DBF-D2FD93D5665D,2025Q3,33,55,6,9,0,0,0,0,35,0,10,3,0,72,0,12.7,2.8,0.7,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sierra-Enterprise Elementary School,6,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.49166,-121.37278
aAfPc000000cngmKAA,Park Place,Century Communities,"Century Communities, Inc.",Active,,,Detached,Single-Family,2600,,40x65,7/6/2024,,48,37,11,,10/24/2025,2.34,2,2.17,2.75,1518,1945,1723,494990,525990,510656.67,12/3/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,,15000,Flat,35,,,1.25,,,(916) 490-3332,https://www.centurycommunities.com/find-your-new-home/california/northern-california-metro/sacramento/park-place,,7832AB86-28EF-4EF8-86B9-3FD0923C4705,2025Q3,25,35,0,4,0,0,0,0,0,0,2,10,1,35,0,0,4.5,3.4,TRUE,Non Active Adult,95824,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Sacramento City Unified School District,Ethel I. Baker Elementary School,3,Fern Bacon Middle School,4,Hiram W. Johnson High School,3,Florin / Vineyard,38.513,-121.4435
aAfPc000000fzzTKAQ,Northpointe Reserve,Next Generation Capital,,Active,,,Attached,Townhomes,,,,6/8/2024,,48,19,29,5,12/1/2025,1.06,0.67,0.83,1.33,1409,1427,1416,469900,524900,498233.33,12/1/2025,,,Other,,,Other,2,,Base Price,135,,,1.18,Total Tax Rate,Townhomes,(916) 464-9030,https://nextgenerationcapital.us/new-homes-natomas/,,23F52F6C-3A91-4F71-9F50-75C73D985283,2025Q3,9,15,0,3,0,0,0,0,21,0,5,7,0,15,0,28,9.6,5.6,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68181,-121.50874
aAfPc000000fzzUKAQ,Ventris Place,Next Generation Capital,,Active,,,Detached,Single-Family,,,,7/31/2024,,37,11,26,8,8/20/2025,0.86,0.67,1.17,0.92,1196,1846,1546,499990,599900,543717.5,12/10/2025,,,Closing Cost w/ Preferred Lender,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,96,,,,,,(916) 822-3220,https://nextgenerationcapital.us/new-homes-near-elk-grove-single-story/,,D2D86BD9-EC4F-448A-AA83-0056708D0C39,2025Q3,11,9,6,0,0,0,0,0,13,0,6,7,2,9,0,14.2,20,9.3,TRUE,Non Active Adult,95823,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Barbara Comstock Morse Elementary School,7,"Edward Harris, Jr. Middle School",6,Monterey Trail High School,7,Florin / Vineyard,38.44475,-121.43168
aAfPc000000gBWvKAM,Skylar/Express,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,1800,,30x60,7/3/2025,,77,32,45,4,10/10/2025,9.73,9.67,,,1296,1415,1351,408000,468990,380628.75,11/21/2025,,,Other,,,Other,2,,Base Price,300,,,1.5,,,(916) 755-5120,https://www.drhorton.com/california/sacramento/sacramento/skylar,,00802378-20D2-4E53-9496-DBE7D0E54BA3,2025Q3,33,23,0,23,0,0,0,0,44,0,2,6,2,23,0,16,5.2,3.1,TRUE,Non Active Adult,95834,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Garden Valley Elementary School,7,Rio Tierra Junior High School,2,Grant Union High School,4,Natomas,38.62833,-121.4823
aAfPc000000sBP8KAM,Terrace Park,TRI Pointe Homes,"TRI Pointe Homes, Inc.",Active,,,Detached,Single-Family,3000,,30x100,10/5/2024,,79,23,56,5,12/5/2025,1.63,0.67,1,1.67,1815,2011,1914,525000,545000,535000,12/5/2025,,,Other,,,Other,,10000,Flat,0,,,1.81,,,916-260-2006,https://www.tripointehomes.com/ca/sacramento/terrace-park/,,99D87DB0-AC71-467E-8AE0-BDD91B912EBA,2025Q3,27,22,8,8,0,0,0,0,42,0,8,5,2,22,0,18.7,8.2,2.7,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.67837,-121.53498
aAfPc000000wxsXKAQ,Summerfield,Woodside Homes,,Active,,,Detached,Single-Family,4050,,45x90,11/2/2024,,135,24,111,2,9/26/2025,2.2,2,2.5,,1359,2312,1881,534990,626990,580590,12/10/2025,,,,,,,,,,,,,,,,(877) 839-4901,https://www.woodsidehomes.com/findmyhome/northern-california/roseville/roseville,,045ECE39-630B-44ED-9909-A65AA73E59AB,2025Q3,23,17,11,6,0,0,0,0,100,0,15,1,2,17,0,52.2,12.7,0.7,TRUE,Non Active Adult,95747,Roseville,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Center Joint Unified School District,,,Wilson C. Riles Middle School,5,Center High,7,Roseville,38.76304,-121.36799
aAfPc000000wyyHKAQ,The Trails,Woodside Homes,,Active,,,Detached,Single-Family,10625,45,85x125,9/21/2024,,40,18,22,4,11/10/2025,1.31,0,-0.33,1.17,2604,3952,3424,945990,1098990,1023240,11/10/2025,,20000,Other,,20000,Other,2,,Final Price,187,,,1.24,,,(916) 336-6157,https://www.woodsidehomes.com/findmyhome/northern-california/folsom/Folsom,,77DCCB77-8C2F-4E46-A59E-BFDE742574BC,2025Q3,27,17,6,13,0,0,0,0,7,0,12,2,2,17,0,3.1,11.3,1.4,TRUE,Non Active Adult,95630,Folsom,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Folsom-Cordova Unified School District,,,Folsom Middle School,8,Folsom High School,10,Folsom,38.64198,-121.10399
aAfPc000000xmVpKAI,Waters Edge,Lennar,,Active,,,Detached,Single-Family,2600,,40x65,6/1/2024,,139,55,84,6,12/2/2025,3.02,2.67,3.17,3.5,1454,1907,1640,551990,617990,585740,12/2/2025,,,Closing Cost w/ Preferred Lender,,,Closing Cost w/ Preferred Lender,,,No Incentives Confirmed,84,,,1.6,,,(916) 674-8741,https://www.lennar.com/new-homes/california/sacramento/sacramento/waters-edge?utm_source=bdx&utm_medium=listing&utm_campaign=lsclen_listing_bdx_waters-edge,,368E7F2E-89C3-49CD-A2C3-8B4BAE8473F5,2025Q3,29,34,0,8,0,0,0,49,38,0,8,6,4,34,49,15.7,6.4,2.1,TRUE,Non Active Adult,95835,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Regency Park Elementary School,7,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,,,Natomas,38.68335,-121.54648
aAfPc000000yhP1KAI,Archer Estates,KB Home,,Active,,,Detached,Single-Family,,,45X100,1/19/2025,,144,45,99,,12/8/2025,4.19,2.67,4.33,,1429,2686,2078,468990,584990,438325,12/8/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.8,,,(916) 272-1325,https://www.kbhome.com/new-homes-sacramento/archer-estates?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Archer%20Estates,,CB071AA8-9C72-477B-ACC2-B6BA13AD3EBC,2025Q3,29,0,11,0,0,0,66,0,49,0,18,8,3,0,66,20.3,,,TRUE,Non Active Adult,95838,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Twin Rivers Unified School District,Main Avenue Elementary School; Robla Preschool,3; 0,Rio Linda Preparatory Academy; Norwood Junior High School,5; 5,Robla Preschool,0,Antelope,38.6441,-121.44306
aAfPc000000yZ2vKAE,Gateway Common,Haldeman Homes,,Active,,,Attached,Townhomes,,,,3/28/2024,,18,9,9,,11/1/2025,0.46,0.67,0.5,0.42,954,1564,1157,519000,672000,573333.33,11/1/2025,,,Other,,,Other,2,,Final Price,157,,,1.2,,Townhomes,(530) 320-8177,https://www.haldemanhomes.com/gateway-commons,,A43812EC-4EF4-40E4-BD79-99C5DAC1FD5F,2025Q3,6,4,4,1,0,0,0,0,4,0,4,2,0,8,0,8,18,6,TRUE,Non Active Adult,95603,North Auburn,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Auburn Union Elementary School District,Auburn Elementary School,2,EV Cain Middle,4,Placer High School,8,Auburn / Granite Bay,38.93932,-121.09429
aAfPc0000015lYoKAI,Arista,Beazer Homes,,Active,,,Detached,Single-Family,5300,,53x100,3/1/2025,,142,29,113,6,11/12/2025,3.41,3,3.17,,1655,2805,2263,525990,680990,610590,12/11/2025,4.5,,Other,1,,Other,2,,Final Price,0,,,,,,(916) 287-7187,https://www.beazer.com/sacramento-CA/rancho-cordova/arista,,5DD3A02D-6D10-4382-9E56-4AD9B0338A7F,2025Q3,23,10,6,6,0,0,0,0,119,0,6,4,3,10,0,62.1,15.6,4.8,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.5452,-121.192
aAfPc0000015BDZKA2,Parlin Oaks/Creekside,Blue Mountain Communities,,Active,,,Detached,Single-Family,1595,29,29x55,6/28/2024,,71,19,52,,11/23/2025,1.11,1,1,1.17,1434,1512,1473,474990,484990,479990,11/23/2025,,,No Incentives Confirmed,,,Other,2,,Base Price,166,,,1.02,,,(707) 317-3927,https://bluemountaincommunities.com/communities/parlin-oaks-in-galt/,,E3C10095-599D-46E2-A930-787721D417BF,2025Q3,5,14,5,1,0,0,0,0,48,0,5,2,2,14,0,115.2,7.7,1.7,TRUE,Non Active Adult,95632,Galt,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Galt Joint Union Elementary School District,River Oaks Elementary School,5,Mccaffrey Middle School,6,Liberty Ranch High School,8,South Sacramento County,38.27758,-121.29329
aAfPc0000015BFBKA2,Parlin Oaks/Parkside,Blue Mountain Communities,,Active,,,Attached,Townhomes,,,,,,73,0,73,,11/17/2025,,,,,1434,1512,1473,474990,484990,479990,11/17/2025,,,,,,,2,,Base Price,160,,,1.02,,Townhomes,(707) 317-3927,https://bluemountaincommunities.com/communities/parlin-oaks-in-galt/,,11F99C5F-44EA-4C6F-AB1E-773AB37853A5,2025Q3,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,,,,TRUE,Non Active Adult,95632,Galt,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Galt Joint Union Elementary School District,River Oaks Elementary School,5,Mccaffrey Middle School,6,Liberty Ranch High School,8,South Sacramento County,38.27758,-121.29329
